ym,StockCode,Description,user_type,cust_cnt,rev
2011-06,23056,"FLOWERS CHANDELIER T-LIGHT HOLDER",new_user,4,68.8
2011-06,47348A,"FUSCHIA VOILE POINTY SHOE DEC",new_user,3,18.7
2011-06,23057,"BEADED CHANDELIER T-LIGHT HOLDER",new_user,4,95.2
2011-06,47420,"ASSORTED COLOUR SUCTION CUP HOOK",new_user,1,0.2
2011-06,23060,"HEART BEADED TRELLIS DECORATION",new_user,3,37.4
2011-06,23061,"VINTAGE EMBOSSED HEART",new_user,12,162.5
2011-06,47421,"ASSORTED COLOUR LIZARD SUCTION HOOK",new_user,2,23.5
2011-06,23064,"CINDERELLA CHANDELIER ",new_user,2,217
2011-06,47422,"ASSORTED MONKEY SUCTION CUP HOOK",new_user,4,22.7
2011-06,23065,"LARGE DECO JEWELLERY STAND",new_user,11,337.5
2011-06,47469,"ASSORTED SHAPES PHOTO CLIP SILVER ",new_user,1,1.3
2011-06,23066,"SMALL DECO JEWELLERY STAND",new_user,13,239.2
2011-06,23067,"HANGING ENGRAVED METAL HEART",new_user,6,95.5
2011-06,47480,"HANGING PHOTO CLIP ROPE LADDER",new_user,3,24.7
2011-06,23068,"ALUMINIUM STAMPED HEART",new_user,11,107.1
2011-06,47481,"50CM METAL STRING WITH  7 CLIPS",new_user,4,6.8
2011-06,23069,"EDWARDIAN PHOTO FRAME",new_user,2,37.5
2011-06,47503A,"ASS FLORAL PRINT MULTI SCREWDRIVER",new_user,3,21.2
2011-06,23070,"EDWARDIAN HEART PHOTO FRAME",new_user,1,8.3
2011-06,47503H,"ASS FLORAL PRINT SPIRIT LEVEL ",new_user,3,9.8
2011-06,23071,"MARIE ANTOINETTE TRINKET BOX GOLD",new_user,1,12.5
2011-06,23072,"MARIE ANTOINETTE TRINKET BOX SILVER",new_user,1,12.5
2011-06,23073,"GEORGIAN TRINKET BOX",new_user,1,133.8
2011-06,47504H,"ENGLISH ROSE SPIRIT LEVEL ",new_user,1,3.9
2011-06,23075,"PARLOUR CERAMIC WALL HOOK",new_user,13,257.3
2011-06,47504K,"ENGLISH ROSE GARDEN SECATEURS",new_user,3,33.2
2011-06,23076,"ICE CREAM SUNDAE LIP GLOSS",new_user,12,519.8
2011-06,47518F,"ICON PLACEMAT POP ART ELVIS",new_user,5,10
2011-06,23077,"DOUGHNUT LIP GLOSS ",new_user,15,484.4
2011-06,47559B,"TEA TIME OVEN GLOVE",new_user,16,117.5
2011-06,23078,"ICE CREAM PEN LIP GLOSS ",new_user,20,600
2011-06,47563A,"RETRO LONGBOARD IRONING BOARD COVER",new_user,3,5
2011-06,23079," TOADSTOOL BEDSIDE LIGHT ",new_user,11,223.8
2011-06,47566,"PARTY BUNTING",new_user,133,7167.7
2011-06,23080,"RED METAL BOX TOP SECRET",new_user,19,586.5
2011-06,47566B,"TEA TIME PARTY BUNTING",new_user,27,1281
2011-06,23081,"GREEN METAL BOX ARMY SUPPLIES",new_user,2,24.8
2011-06,47567B,"TEA TIME KITCHEN APRON",new_user,6,95.2
2011-06,23082,"SET 6 PAPER TABLE LANTERN HEARTS ",new_user,26,884.1
2011-06,47574A,"ENGLISH ROSE SCENTED HANGING FLOWER",new_user,7,177
2011-06,23083,"SET 6 PAPER TABLE LANTERN STARS ",new_user,12,283.2
2011-06,47578A,"ENGLISH ROSE SMALL SCENTED FLOWER",new_user,1,8.5
2011-06,23084,"RABBIT NIGHT LIGHT",new_user,67,2335.7
2011-06,47580,"TEA TIME DES TEA COSY",new_user,3,20.4
2011-06,23086,"ZINC  STAR T-LIGHT HOLDER ",new_user,2,26.2
2011-06,47585A,"PINK FAIRY CAKE CUSHION COVER",new_user,3,22.5
2011-06,23087,"ZINC  HEART T-LIGHT HOLDER",new_user,4,80
2011-06,47590A,"BLUE HAPPY BIRTHDAY BUNTING",new_user,24,832
2011-06,23088,"ZINC HEART FLOWER T-LIGHT HOLDER",new_user,6,102.5
2011-06,47590B,"PINK HAPPY BIRTHDAY BUNTING",new_user,23,1139
2011-06,23089,"GLASS BON BON JAR",new_user,8,138.6
2011-06,47591D,"PINK FAIRY CAKE CHILDRENS APRON",new_user,14,128.7
2011-06,23090,"VINTAGE GLASS T-LIGHT HOLDER",new_user,5,69.6
2011-06,47593B,"SCOTTIE DOGS BABY BIB",new_user,8,97.5
2011-06,23091,"ZINC HERB GARDEN CONTAINER",new_user,34,625.7
2011-06,47599A,"PINK PARTY BAGS",new_user,12,451.3
2011-06,23092,"LARGE ANTIQUE WHITE PHOTO FRAME",new_user,15,323.9
2011-06,47599B,"BLUE PARTY BAGS ",new_user,6,77.7
2011-06,23093,"SMALL PARISIENNE HEART PHOTO FRAME ",new_user,18,313.7
2011-06,48111,"DOORMAT 3 SMILEY CATS",new_user,9,111.3
2011-06,23094,"LE GRAND TRAY CHIC SET",new_user,12,350
2011-06,48116,"DOORMAT MULTICOLOUR STRIPE",new_user,9,1485.3
2011-06,23096,"PETIT TRAY CHIC",new_user,5,150.6
2011-06,48129,"DOORMAT TOPIARY",new_user,14,353.5
2011-06,23099,"FRENCH CARRIAGE LANTERN",new_user,10,170.2
2011-06,48138,"DOORMAT UNION FLAG",new_user,21,2942.6
2011-06,23100,"SILVER BELLS TABLE DECORATION",new_user,12,136.2
2011-06,48173C,"DOORMAT BLACK FLOCK ",new_user,7,2385.4
2011-06,23101,"SILVER STARS TABLE DECORATION",new_user,7,51.3
2011-06,48184,"DOORMAT ENGLISH ROSE ",new_user,25,508.6
2011-06,23102,"SILVER HEARTS TABLE DECORATION",new_user,14,94.5
2011-06,48185,"DOORMAT FAIRY CAKE",new_user,13,2560.2
2011-06,23103,"JINGLE BELL HEART DECORATION",new_user,22,590.8
2011-06,48187,"DOORMAT NEW ENGLAND",new_user,22,2794.6
2011-06,23104,"IVORY CAFE HANGING LAMP ",new_user,8,150
2011-06,48188,"DOORMAT WELCOME PUPPIES",new_user,16,2647.6
2011-06,23106,"ZINC HEARTS PLANT POT HOLDER",new_user,7,144.2
2011-06,48194,"DOORMAT HEARTS",new_user,30,2973.4
2011-06,23107,"WHITE HEARTS WIRE PLANT POT HOLDER",new_user,10,143.4
2011-06,51014A,"FEATHER PEN,HOT PINK",new_user,5,32.8
2011-06,23108,"SET OF 10 LED DOLLY LIGHTS",new_user,46,1221.5
2011-06,51014C,"FEATHER PEN,COAL BLACK",new_user,4,33.6
2011-06,23109,"LED TEA LIGHTS",new_user,14,307.3
2011-06,51014L,"FEATHER PEN,LIGHT PINK",new_user,6,32.8
2011-06,23110,"PARISIENNE KEY CABINET ",new_user,33,487.4
2011-06,62018,"SOMBRERO ",new_user,11,736.4
2011-06,23111,"PARISIENNE SEWING BOX",new_user,12,200
2011-06,62086A,"PINK RETRO BIG FLOWER BAG",new_user,3,21.4
2011-06,23112,"PARISIENNE CURIO CABINET",new_user,32,506.6
2011-06,71038,"WHITE HANGING BEADS CANDLE HOLDER",new_user,2,38.2
2011-06,23118,"PARISIENNE JEWELLERY DRAWER ",new_user,27,953.2
2011-06,71053,"WHITE METAL LANTERN",new_user,10,437.6
2011-06,23119,"PACK OF 6 LARGE FRUIT STRAWS ",new_user,18,338.6
2011-06,71101E,"STANDING FAIRY POLE SUPPORT ",new_user,3,51
2011-06,23120,"PACK OF 6 SMALL FRUIT STRAWS",new_user,9,84.8
2011-06,23121,"PACK OF 6 COCKTAIL PARASOL STRAWS",new_user,12,206.2
2011-06,71143,"SILVER BOOK MARK WITH BEADS",new_user,1,8.5
2011-06,23122,"PARTY CHARMS 50 PIECES",new_user,13,228.2
2011-06,71270,"PHOTO CLIP LINE",new_user,2,8.8
2011-06,23123,"COCKTAIL SWORDS 50 PIECES",new_user,8,169.2
2011-06,23124,"18PC WOODEN CUTLERY SET DISPOSABLE",new_user,8,150
2011-06,71279,"PINK GLASS CANDLEHOLDER",new_user,1,17.7
2011-06,23125,"6PC WOOD PLATE SET DISPOSABLE",new_user,3,38.8
2011-06,23126,"FELTCRAFT GIRL AMELIE KIT",new_user,15,222.8
2011-06,71406C,"BLACK ORANGE SQUEEZER",new_user,2,1.3
2011-06,23127,"FELTCRAFT GIRL NICOLE KIT",new_user,11,143.6
2011-06,71459,"HANGING JAM JAR T-LIGHT HOLDER",new_user,26,883.9
2011-06,23128,"FELTCRAFT BOY JEAN-PAUL KIT",new_user,6,49.5
2011-06,71477,"COLOUR GLASS. STAR T-LIGHT HOLDER",new_user,22,3110
2011-06,23129,"HEART SHAPED HOLLY WREATH",new_user,1,16.6
2011-06,71496A,"A4 WALL TIDY BLUE OFFICE",new_user,1,25.4
2011-06,23130,"MISTLETOE HEART WREATH GREEN",new_user,1,4.2
2011-06,72122,"COFFEE SCENT PILLAR CANDLE",new_user,1,1.9
2011-06,23131,"MISTLETOE HEART WREATH CREAM",new_user,1,4.2
2011-06,72127,"COLUMBIAN CANDLE ROUND ",new_user,1,1.2
2011-06,23132,"SMALL IVORY HEART WALL ORGANISER",new_user,5,63.2
2011-06,72128,"COLUMBIAN CANDLE ROUND",new_user,1,0.8
2011-06,23133,"LARGE IVORY HEART WALL ORGANISER",new_user,8,254.1
2011-06,72130,"COLUMBIAN CANDLE ROUND",new_user,1,0.6
2011-06,23134,"LARGE ZINC HEART WALL ORGANISER",new_user,4,2452
2011-06,72232,"FENG SHUI PILLAR CANDLE",new_user,1,2.3
2011-06,23135,"SMALL ZINC HEART WALL ORGANISER",new_user,5,1406.3
2011-06,23136,"IVORY WIRE SWEETHEART LETTER TRAY",new_user,6,63.8
2011-06,23137,"ZINC WIRE SWEETHEART LETTER TRAY",new_user,1,23
2011-06,72349B,"SET/6 PURPLE BUTTERFLY T-LIGHTS",new_user,2,6.3
2011-06,23138,"SINGLE WIRE HOOK IVORY HEART",new_user,6,91.4
2011-06,72351A,"SET/6 TURQUOISE BUTTERFLY T-LIGHTS",new_user,7,73.5
2011-06,23139,"SINGLE WIRE HOOK PINK HEART",new_user,1,4.4
2011-06,23140,"TRIPLE WIRE HOOK IVORY HEART",new_user,4,49.8
2011-06,72351B,"SET/6 PINK  BUTTERFLY T-LIGHTS",new_user,10,226.7
2011-06,23141,"TRIPLE WIRE HOOK PINK HEART",new_user,2,33.2
2011-06,23142,"IVORY WIRE KITCHEN ORGANISER",new_user,6,136.8
2011-06,23144,"ZINC T-LIGHT HOLDER STARS SMALL",new_user,12,230.5
2011-06,72369A,"PINK CLEAR GLASS CANDLE PLATE",new_user,1,7.5
2011-06,23145,"ZINC T-LIGHT HOLDER STAR LARGE",new_user,11,140.6
2011-06,72598,"SET/12 TAPER CANDLES",new_user,3,15.3
2011-06,23146,"TRIPLE HOOK ANTIQUE IVORY ROSE",new_user,23,250
2011-06,72741,"GRAND CHOCOLATECANDLE",new_user,8,124.8
2011-06,23147,"SINGLE ANTIQUE ROSE HOOK IVORY",new_user,23,285.6
2011-06,72760B,"VINTAGE CREAM 3 BASKET CAKE STAND",new_user,1,39.8
2011-06,23148,"MINIATURE ANTIQUE ROSE HOOK IVORY",new_user,18,141.9
2011-06,72799E,"IVORY PILLAR CANDLE SILVER FLOCK",new_user,1,53.1
2011-06,23149,"ANTIQUE IVORY WIRE BOWL SMALL",new_user,2,22.4
2011-06,23150,"IVORY SWEETHEART SOAP DISH",new_user,2,19.9
2011-06,23152,"IVORY SWEETHEART WIRE LETTER RACK ",new_user,16,198.8
2011-06,72799F,"IVORY PILLAR CANDLE GOLD FLOCK",new_user,1,53.1
2011-06,23153,"ZINC SWEETHEART WIRE LETTER RACK",new_user,3,18.8
2011-06,72800B," 4 PURPLE FLOCK DINNER CANDLES",new_user,1,5.1
2011-06,23154,"SET OF 4 JAM JAR MAGNETS",new_user,13,473.7
2011-06,72800C,"4 PINK DINNER CANDLE SILVER FLOCK",new_user,2,35.7
2011-06,23155,"KNICKERBOCKERGLORY MAGNET ASSORTED ",new_user,6,136.2
2011-06,72800D,"4 BLUE DINNER CANDLES SILVER FLOCK",new_user,1,5.1
2011-06,23156,"SET OF 5 MINI GROCERY MAGNETS",new_user,9,208
2011-06,72800E,"4 IVORY DINNER CANDLES SILVER FLOCK",new_user,2,53
2011-06,23158,"SET OF 5 LUCKY CAT MAGNETS ",new_user,12,341.8
2011-06,72802A,"ROSE SCENT CANDLE IN JEWELLED BOX",new_user,1,17
2011-06,23159,"SET OF 5 PANCAKE DAY MAGNETS",new_user,16,722.8
2011-06,72802B,"OCEAN SCENT CANDLE IN JEWELLED BOX",new_user,3,68
2011-06,23160,"REGENCY TEA SPOON",new_user,6,192.5
2011-06,72802C,"VANILLA SCENT CANDLE JEWELLED BOX",new_user,3,59.5
2011-06,23161,"REGENCY CAKE FORK",new_user,8,215
2011-06,72803A,"ROSE SCENT CANDLE JEWELLED DRAWER",new_user,1,17
2011-06,23162,"REGENCY TEA STRAINER",new_user,13,320.7
2011-06,72807A,"SET/3 ROSE CANDLE IN JEWELLED BOX",new_user,2,29.8
2011-06,23163,"REGENCY SUGAR TONGS",new_user,14,519.9
2011-06,72807B,"SET/3 OCEAN SCENT CANDLE JEWEL BOX",new_user,3,25.5
2011-06,23164,"REGENCY CAKE SLICE",new_user,7,142.1
2011-06,72807C,"SET/3 VANILLA SCENTED CANDLE IN BOX",new_user,3,42.5
2011-06,23165,"LARGE CERAMIC TOP STORAGE JAR",new_user,37,640.8
2011-06,72812,"LARGE ZINC GLASS CANDLEHOLDER",new_user,1,12.6
2011-06,23166,"MEDIUM CERAMIC TOP STORAGE JAR",new_user,24,374.8
2011-06,75011,"BLUE DAISY MOBILE",new_user,1,1.6
2011-06,23167,"SMALL CERAMIC TOP STORAGE JAR ",new_user,21,305.3
2011-06,75049L,"LARGE CIRCULAR MIRROR MOBILE",new_user,8,364.8
2011-06,23168,"CLASSIC SUGAR DISPENSER",new_user,29,483.4
2011-06,75172,"PAINTED SEA SHELL METAL WINDCHIME",new_user,2,19
2011-06,23169,"CLASSIC GLASS COOKIE JAR",new_user,27,578.6
2011-06,77079,"DOLPHIN WINDMILL",new_user,1,2.1
2011-06,23170,"REGENCY TEA PLATE ROSES ",new_user,43,2233.8
2011-06,78033,"FLAG OF ST GEORGE CHAIR",new_user,1,51
2011-06,23171,"REGENCY TEA PLATE GREEN ",new_user,28,2623.7
2011-06,78124,"MAGAZINE RACK GEBRA ASSORTED ",new_user,1,1.2
2011-06,23172,"REGENCY TEA PLATE PINK",new_user,23,550.2
2011-06,79000,"MOROCCAN TEA GLASS",new_user,6,274.2
2011-06,23173,"REGENCY TEAPOT ROSES ",new_user,55,6901.5
2011-06,79030D,"TUMBLER BAROQUE",new_user,5,32.8
2011-06,23174,"REGENCY SUGAR BOWL GREEN",new_user,39,3876.6
2011-06,79030G,"TUMBLER NEW ENGLAND",new_user,2,11.7
2011-06,23175,"REGENCY MILK JUG PINK ",new_user,44,2864
2011-06,79051A,"SMOKEY GREY COLOUR D.O.F. GLASS",new_user,6,60.3
2011-06,23176,"ABC TREASURE BOOK BOX ",new_user,9,85.5
2011-06,79063C,"RETRO PILL BOX KEY CHAIN,THE KING",new_user,1,1
2011-06,23177,"TREASURE ISLAND BOOK BOX",new_user,13,119.2
2011-06,79066K,"RETRO MOD TRAY",new_user,5,14.4
2011-06,23178,"JAM CLOCK MAGNET",new_user,2,8.7
2011-06,23179,"CLOCK MAGNET MUM'S KITCHEN",new_user,2,23.1
2011-06,79071B,"ENGLISH ROSE METAL WASTE BIN",new_user,1,5.9
2011-06,23180,"MUM'S KITCHEN CLOCK",new_user,3,44.6
2011-06,79144B,"PAINTED LIGHTBULB STAR+ MOON",new_user,1,2.5
2011-06,23181,"BULL DOG BOTTLE TOP WALL CLOCK",new_user,3,41.2
2011-06,79149B,"SILICON STAR BULB  BLUE",new_user,1,0.4
2011-06,23182,"TOILET SIGN OCCUPIED OR VACANT",new_user,20,197.5
2011-06,79160,"HEART SHAPE WIRELESS DOORBELL",new_user,2,14.7
2011-06,23183,"MOTHER'S KITCHEN SPOON REST ",new_user,2,18.8
2011-06,23184,"BULL DOG BOTTLE OPENER",new_user,11,217.8
2011-06,79163,"BLACK CHAMPAGNE GLASS",new_user,5,158
2011-06,23185,"FRENCH STYLE STORAGE JAR JAM",new_user,1,3.4
2011-06,23186,"FRENCH STYLE STORAGE JAR CAFE ",new_user,2,17.3
2011-06,23187,"FRENCH STYLE STORAGE JAR BONBONS",new_user,3,34.6
2011-06,23188,"VINTAGE  2 METER FOLDING RULER",new_user,16,278.8
2011-06,23190,"BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ",new_user,22,530.8
2011-06,23191,"BUNDLE OF 3 RETRO NOTE BOOKS",new_user,19,264
2011-06,23192,"BUNDLE OF 3 ALPHABET EXERCISE BOOKS",new_user,27,537.2
2011-06,23193,"BUFFALO BILL TREASURE BOOK BOX",new_user,9,47.2
2011-06,23194,"GYMKHANA TREASURE BOOK BOX",new_user,9,94.5
2011-06,23196,"RETRO LEAVES MAGNETIC NOTEPAD",new_user,10,69.6
2011-06,23197,"VEGETABLE MAGNETIC  SHOPPING LIST",new_user,10,92.8
2011-06,23198,"PANTRY MAGNETIC  SHOPPING LIST",new_user,21,256.2
2011-06,23199,"JUMBO BAG APPLES",new_user,64,3093.2
2011-06,23200,"JUMBO BAG PEARS",new_user,50,1783.1
2011-06,23201,"JUMBO BAG ALPHABET",new_user,68,2380.6
2011-06,23202,"JUMBO BAG VINTAGE LEAF",new_user,76,2424.6
2011-06,23203,"JUMBO BAG DOILEY PATTERNS",new_user,109,3592.3
2011-06,23204,"CHARLOTTE BAG APPLES DESIGN",new_user,49,875.7
2011-06,23205,"CHARLOTTE BAG VINTAGE ALPHABET ",new_user,37,673.6
2011-06,23206,"LUNCH BAG APPLE DESIGN",new_user,81,2361.4
2011-06,23207,"LUNCH BAG ALPHABET DESIGN",new_user,63,1392
2011-06,23208,"LUNCH BAG VINTAGE LEAF DESIGN",new_user,57,1186.3
2011-06,23209,"LUNCH BAG DOILEY PATTERN ",new_user,102,2411
2011-06,23210,"WHITE ROCKING HORSE HAND PAINTED",new_user,8,332.2
2011-06,23211,"RED ROCKING HORSE HAND PAINTED",new_user,4,207.2
2011-06,23212,"HEART WREATH DECORATION WITH BELL",new_user,6,217.2
2011-06,23213,"STAR WREATH DECORATION WITH BELL",new_user,4,50
2011-06,23214,"JINGLE BELL HEART ANTIQUE GOLD",new_user,3,52.7
2011-06,23215,"JINGLE BELL HEART ANTIQUE SILVER",new_user,3,71.4
2011-06,23216,"LAUREL HEART ANTIQUE GOLD",new_user,1,25
2011-06,23217,"LAUREL HEART ANTIQUE SILVER",new_user,2,40
2011-06,23219,"LAUREL STAR ANTIQUE SILVER ",new_user,1,1.2
2011-06,23220,"REINDEER HEART DECORATION GOLD",new_user,2,19.9
2011-06,23221,"REINDEER HEART DECORATION SILVER",new_user,2,10.8
2011-06,23222,"CHRISTMAS TREE HANGING GOLD",new_user,1,10
2011-06,23223,"CHRISTMAS TREE HANGING SILVER ",new_user,1,10
2011-06,23224,"CHERUB HEART DECORATION GOLD",new_user,1,0.8
2011-06,23225,"CHERUB HEART DECORATION SILVER ",new_user,2,27.2
2011-06,23226,"FILIGREE HEART DAISY WHITE",new_user,12,342.5
2011-06,23227,"FILIGREE HEART BUTTERFLY WHITE ",new_user,11,444.7
2011-06,23228,"FILIGREE HEART BIRD WHITE ",new_user,8,302.2
2011-06,23229,"VINTAGE DONKEY TAIL GAME ",new_user,17,983.5
2011-06,23230,"WRAP ALPHABET DESIGN",new_user,12,157.5
2011-06,23231,"WRAP DOILEY DESIGN",new_user,14,168
2011-06,23232,"WRAP VINTAGE LEAF DESIGN",new_user,12,189
2011-06,23233,"WRAP POPPIES  DESIGN",new_user,8,152
2011-06,23234,"BISCUIT TIN VINTAGE CHRISTMAS",new_user,4,37.6
2011-06,23235,"STORAGE TIN VINTAGE LEAF",new_user,25,781.5
2011-06,23236,"DOILEY STORAGE TIN",new_user,53,1457
2011-06,23237,"SET OF 4 KNICK KNACK TINS LEAVES ",new_user,38,868.5
2011-06,23238,"SET OF 4 KNICK KNACK TINS LONDON ",new_user,28,1121
2011-06,23239,"SET OF 4 KNICK KNACK TINS POPPIES",new_user,28,824.8
2011-06,23240,"SET OF 4 KNICK KNACK TINS DOILEY ",new_user,65,2971.4
2011-06,23241,"TREASURE TIN GYMKHANA DESIGN",new_user,39,657.4
2011-06,23242,"TREASURE TIN BUFFALO BILL ",new_user,25,511.8
2011-06,23243,"SET OF TEA COFFEE SUGAR TINS PANTRY",new_user,61,3107.5
2011-06,23244,"ROUND STORAGE TIN VINTAGE LEAF",new_user,23,475.5
2011-06,23245,"SET OF 3 REGENCY CAKE TINS",new_user,92,5883.1
2011-06,23247,"BISCUIT TIN 50'S CHRISTMAS",new_user,3,20.2
2011-06,23249,"VINTAGE RED ENAMEL TRIM PLATE",new_user,9,282.6
2011-06,23250,"VINTAGE RED TRIM ENAMEL BOWL ",new_user,6,78.8
2011-06,23251,"VINTAGE RED ENAMEL TRIM MUG ",new_user,14,324.8
2011-06,23252,"VINTAGE RED ENAMEL TRIM JUG ",new_user,19,499.2
2011-06,23253,"16 PIECE CUTLERY SET PANTRY DESIGN",new_user,6,255.2
2011-06,23254,"CHILDRENS CUTLERY DOLLY GIRL ",new_user,21,843
2011-06,23255,"CHILDRENS CUTLERY CIRCUS PARADE",new_user,12,427.7
2011-06,23256,"CHILDRENS CUTLERY SPACEBOY ",new_user,27,950.8
2011-06,23263,"SET OF 3 WOODEN HEART DECORATIONS",new_user,21,241.2
2011-06,23264,"SET OF 3 WOODEN SLEIGH DECORATIONS",new_user,4,41.2
2011-06,23265,"SET OF 3 WOODEN TREE DECORATIONS",new_user,5,42.5
2011-06,23266,"SET OF 3 WOODEN STOCKING DECORATION",new_user,3,40
2011-06,23267,"SET OF 4 SANTA PLACE SETTINGS",new_user,2,65
2011-06,22178,"VICTORIAN GLASS HANGING T-LIGHT",new_user,45,1448.1
2011-06,22608,"PENS ASSORTED FUNKY JEWELED ",new_user,9,191.5
2011-06,22179,"SET 10 NIGHT OWL LIGHTS",new_user,9,162
2011-06,22609,"PENS ASSORTED SPACEBALL",new_user,13,130
2011-06,22180,"RETROSPOT LAMP",new_user,6,129.4
2011-06,22610,"PENS ASSORTED FUNNY FACE",new_user,17,195.1
2011-06,22613,"PACK OF 20 SPACEBOY NAPKINS",new_user,7,75.1
2011-06,22185,"SLATE TILE NATURAL HANGING",new_user,8,169.3
2011-06,22188,"BLACK HEART CARD HOLDER",new_user,8,1065.1
2011-06,22614,"PACK OF 12 SPACEBOY TISSUES",new_user,1,7
2011-06,22189,"CREAM HEART CARD HOLDER",new_user,25,1534.7
2011-06,22615,"PACK OF 12 CIRCUS PARADE TISSUES ",new_user,1,7
2011-06,22190,"LOCAL CAFE MUG",new_user,2,14.7
2011-06,22191,"IVORY DINER WALL CLOCK",new_user,23,425
2011-06,22616,"PACK OF 12 LONDON TISSUES ",new_user,20,625.6
2011-06,22192,"BLUE DINER WALL CLOCK",new_user,23,566.1
2011-06,22617,"BAKING SET SPACEBOY DESIGN",new_user,9,138.6
2011-06,22193,"RED DINER WALL CLOCK",new_user,32,827.9
2011-06,22619,"SET OF 6 SOLDIER SKITTLES",new_user,13,390
2011-06,22194,"BLACK DINER WALL CLOCK",new_user,3,34
2011-06,22620,"4 TRADITIONAL SPINNING TOPS",new_user,17,258.1
2011-06,22195,"LARGE HEART MEASURING SPOONS",new_user,6,36.3
2011-06,22196,"SMALL HEART MEASURING SPOONS",new_user,11,75.6
2011-06,22621,"TRADITIONAL KNITTING NANCY",new_user,21,259.1
2011-06,22197,"SMALL POPCORN HOLDER",new_user,52,1421.1
2011-06,22622,"BOX OF VINTAGE ALPHABET BLOCKS",new_user,9,441.9
2011-06,22199,"FRYING PAN RED RETROSPOT",new_user,2,12.8
2011-06,22200,"FRYING PAN PINK POLKADOT",new_user,3,29.8
2011-06,22201,"FRYING PAN BLUE POLKADOT",new_user,2,12.8
2011-06,22203,"MILK PAN RED RETROSPOT",new_user,3,56.2
2011-06,22623,"BOX OF VINTAGE JIGSAW BLOCKS ",new_user,6,77.4
2011-06,22204,"MILK PAN BLUE POLKADOT",new_user,2,15
2011-06,22207,"FRYING PAN UNION FLAG",new_user,4,129.5
2011-06,22624,"IVORY KITCHEN SCALES",new_user,47,1773.1
2011-06,22208,"WOOD STAMP SET THANK YOU",new_user,10,106.2
2011-06,22625,"RED KITCHEN SCALES",new_user,39,1492.7
2011-06,22209,"WOOD STAMP SET HAPPY BIRTHDAY",new_user,8,83.8
2011-06,22626,"BLACK KITCHEN SCALES",new_user,14,229.5
2011-06,22210,"WOOD STAMP SET BEST WISHES",new_user,6,36.5
2011-06,22627,"MINT KITCHEN SCALES",new_user,35,946.9
2011-06,22211,"WOOD STAMP SET FLOWERS",new_user,9,64.7
2011-06,22212,"FOUR HOOK  WHITE LOVEBIRDS",new_user,9,132.3
2011-06,22628,"PICNIC BOXES SET OF 3 RETROSPOT ",new_user,8,278.9
2011-06,22214,"CANDLE PLATE LACE WHITE",new_user,1,15.3
2011-06,22629,"SPACEBOY LUNCH BOX ",new_user,41,1750.2
2011-06,22215,"CAKE STAND WHITE TWO TIER LACE",new_user,4,85
2011-06,22630,"DOLLY GIRL LUNCH BOX",new_user,26,1533.7
2011-06,22217,"T-LIGHT HOLDER HANGING LACE",new_user,4,37.5
2011-06,22631,"CIRCUS PARADE LUNCH BOX ",new_user,24,810.4
2011-06,22219,"LOVEBIRD HANGING DECORATION WHITE ",new_user,10,180.2
2011-06,22633,"HAND WARMER UNION JACK",new_user,1,2.1
2011-06,22220,"CAKE STAND LOVEBIRD 2 TIER WHITE",new_user,2,49.8
2011-06,22634,"CHILDS BREAKFAST SET SPACEBOY ",new_user,3,49.8
2011-06,22221,"CAKE STAND LOVEBIRD 2 TIER PINK",new_user,3,59.7
2011-06,22635,"CHILDS BREAKFAST SET DOLLY GIRL ",new_user,5,191.5
2011-06,22222,"CAKE PLATE LOVEBIRD WHITE",new_user,2,14.8
2011-06,22636,"CHILDS BREAKFAST SET CIRCUS PARADE",new_user,4,93.5
2011-06,22223,"CAKE PLATE LOVEBIRD PINK",new_user,1,5
2011-06,22637,"PIGGY BANK RETROSPOT ",new_user,10,122.4
2011-06,22224,"WHITE LOVEBIRD LANTERN",new_user,10,206.5
2011-06,22639,"SET OF 4 NAPKIN CHARMS HEARTS",new_user,3,30.6
2011-06,22227,"HANGING HEART MIRROR DECORATION ",new_user,4,43.6
2011-06,22640,"SET OF 4 NAPKIN CHARMS 3 KEYS ",new_user,1,2.6
2011-06,22228,"BUNNY WOODEN PAINTED WITH BIRD ",new_user,3,18.7
2011-06,22229,"BUNNY WOODEN PAINTED WITH FLOWER ",new_user,2,14
2011-06,22230,"JIGSAW TREE WITH WATERING CAN",new_user,4,42.3
2011-06,22641,"SET OF 4 NAPKIN CHARMS INSTRUMENT",new_user,2,12.8
2011-06,22231,"JIGSAW TREE WITH BIRDHOUSE",new_user,10,61.4
2011-06,22643,"SET OF 4 NAPKIN CHARMS LEAVES   ",new_user,2,12.8
2011-06,22232,"JIGSAW TOADSTOOLS 3 PIECE",new_user,4,21.2
2011-06,22644,"CERAMIC CHERRY CAKE MONEY BANK",new_user,7,72.5
2011-06,22233,"JIGSAW RABBIT AND BIRDHOUSE",new_user,5,36
2011-06,22645,"CERAMIC HEART FAIRY CAKE MONEY BANK",new_user,13,101.5
2011-06,22236,"CAKE STAND 3 TIER MAGIC GARDEN",new_user,5,220.6
2011-06,22646,"CERAMIC STRAWBERRY CAKE MONEY BANK",new_user,17,163.4
2011-06,22241,"GARLAND WOODEN HAPPY EASTER",new_user,1,1.2
2011-06,22243,"5 HOOK HANGER RED MAGIC TOADSTOOL",new_user,10,122.1
